CodigoNacional;momento,dd_Valor,ff_Valor,VRB_Valor
510005;01-01-2023 00:00:00;302.0;23.0;0.0
510005;01-01-2023 01:00:00;293.0;22.0;0.0
510005;01-01-2023 02:00:00;288.0;20.0;0.0
510005;01-01-2023 03:00:00;281.0;20.0;0.0
510005;01-01-2023 04:00:00;291.0;17.0;0.0
510005;01-01-2023 05:00:00;284.0;15.0;0.0
510005;01-01-2023 06:00:00;293.0;17.0;0.0
510005;01-01-2023 07:00:00;296.0;15.0;0.0
510005;01-01-2023 08:00:00;287.0;14.0;0.0
510005;01-01-2023 09:00:00;285.0;18.0;0.0
510005;01-01-2023 10:00:00;317.0;12.0;0.0
510005;01-01-2023 11:00:00;330.0;13.0;0.0
510005;01-01-2023 12:00:00;300.0;13.0;0.0
510005;01-01-2023 13:00:00;330.0;14.0;0.0
510005;01-01-2023 14:00:00;280.0;23.0;0.0
510005;01-01-2023 15:00:00;300.0;20.0;0.0
510005;01-01-2023 16:00:00;300.0;19.0;0.0
510005;01-01-2023 17:00:00;290.0;29.0;0.0
510005;01-01-2023 18:00:00;280.0;31.0;0.0
510005;01-01-2023 19:00:00;280.0;30.0;0.0
510005;01-01-2023 20:00:00;290.0;28.0;0.0
510005;01-01-2023 21:00:00;290.0;33.0;0.0
510005;01-01-2023 22:00:00;300.0;33.0;0.0
510005;01-01-2023 23:00:00;290.0;31.0;0.0
510005;02-01-2023 00:00:00;292.0;22.0;0.0
510005;02-01-2023 01:00:00;290.0;27.0;0.0
510005;02-01-2023 02:00:00;290.0;29.0;0.0
510005;02-01-2023 03:00:00;280.0;24.0;0.0
510005;02-01-2023 04:00:00;323.0;21.0;0.0
510005;02-01-2023 05:00:00;289.0;17.0;0.0
510005;02-01-2023 06:00:00;284.0;21.0;0.0
510005;02-01-2023 07:00:00;304.0;18.0;0.0
510005;02-01-2023 08:00:00;321.0;17.0;0.0
510005;02-01-2023 09:00:00;290.0;19.0;0.0
510005;02-01-2023 10:00:00;270.0;19.0;0.0
510005;02-01-2023 11:00:00;310.0;13.0;0.0
510005;02-01-2023 12:00:00;280.0;20.0;0.0
510005;02-01-2023 13:00:00;260.0;22.0;0.0
510005;02-01-2023 14:00:00;300.0;22.0;0.0
510005;02-01-2023 15:00:00;280.0;21.0;0.0
510005;02-01-2023 16:00:00;290.0;21.0;0.0
510005;02-01-2023 17:00:00;300.0;28.0;0.0
510005;02-01-2023 18:00:00;270.0;22.0;0.0
510005;02-01-2023 19:00:00;280.0;20.0;0.0
510005;02-01-2023 20:00:00;270.0;20.0;0.0
510005;02-01-2023 21:00:00;300.0;25.0;0.0
510005;02-01-2023 22:00:00;310.0;23.0;0.0
510005;02-01-2023 23:00:00;300.0;21.0;0.0
510005;03-01-2023 00:00:00;289.0;22.0;0.0
510005;03-01-2023 01:00:00;310.0;23.0;0.0
510005;03-01-2023 02:00:00;304.0;29.0;0.0
510005;03-01-2023 03:00:00;314.0;26.0;0.0
510005;03-01-2023 04:00:00;298.0;23.0;0.0
510005;03-01-2023 05:00:00;284.0;18.0;0.0
510005;03-01-2023 06:00:00;271.0;18.0;0.0
510005;03-01-2023 07:00:00;285.0;14.0;0.0
510005;03-01-2023 08:00:00;286.0;4.0;0.0
510005;03-01-2023 09:00:00;303.0;5.0;0.0
510005;03-01-2023 10:00:00;225.0;9.0;0.0
510005;03-01-2023 11:00:00;200.0;17.0;0.0
510005;03-01-2023 12:00:00;180.0;17.0;0.0
510005;03-01-2023 13:00:00;200.0;21.0;0.0
510005;03-01-2023 14:00:00;210.0;17.0;0.0
510005;03-01-2023 15:00:00;230.0;23.0;0.0
510005;03-01-2023 16:00:00;240.0;18.0;0.0
510005;03-01-2023 17:00:00;270.0;10.0;0.0
510005;03-01-2023 18:00:00;260.0;9.0;0.0
510005;03-01-2023 19:00:00;290.0;18.0;0.0
510005;03-01-2023 20:00:00;310.0;18.0;0.0
510005;03-01-2023 21:00:00;300.0;22.0;0.0
510005;03-01-2023 22:00:00;310.0;21.0;0.0
510005;03-01-2023 23:00:00;310.0;31.0;0.0
510005;04-01-2023 00:00:00;315.0;27.0;0.0
510005;04-01-2023 01:00:00;314.0;28.0;0.0
510005;04-01-2023 02:00:00;322.0;28.0;0.0
510005;04-01-2023 03:00:00;328.0;24.0;0.0
510005;04-01-2023 04:00:00;332.0;18.0;0.0
510005;04-01-2023 05:00:00;333.0;21.0;0.0
510005;04-01-2023 06:00:00;323.0;23.0;0.0
510005;04-01-2023 07:00:00;319.0;17.0;0.0
510005;04-01-2023 08:00:00;333.0;16.0;0.0
510005;04-01-2023 09:00:00;72.0;3.0;0.0
510005;04-01-2023 10:00:00;300.0;12.0;0.0
510005;04-01-2023 11:00:00;270.0;19.0;0.0
510005;04-01-2023 12:00:00;320.0;20.0;0.0
510005;04-01-2023 13:00:00;320.0;19.0;0.0
510005;04-01-2023 14:00:00;310.0;18.0;0.0
510005;04-01-2023 15:00:00;290.0;16.0;0.0
510005;04-01-2023 16:00:00;260.0;14.0;0.0
510005;04-01-2023 17:00:00;270.0;16.0;0.0
510005;04-01-2023 18:00:00;220.0;21.0;0.0
510005;04-01-2023 19:00:00;200.0;19.0;0.0
510005;04-01-2023 20:00:00;200.0;14.0;0.0
510005;04-01-2023 21:00:00;140.0;13.0;0.0
510005;04-01-2023 22:00:00;100.0;10.0;0.0
510005;04-01-2023 23:00:00;100.0;4.0;0.0
510005;05-01-2023 00:00:00;360.0;3.0;0.0
510005;05-01-2023 01:00:00;360.0;10.0;0.0
510005;05-01-2023 02:00:00;280.0;3.0;0.0
